Study,UniqueID,Authors,GPS,GPS/elevation,taxon,species,measure,cushion species,elevation,actual elevation,Rii,Var Rii,n
2,151,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Adesmia parvifolia,presence,Azorella monantha,high,900,1,,
2,152,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Arjona patagonica,presence,Azorella monantha,high,900,1,,
2,153,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Azorella fuefiana,presence,Azorella monantha,high,900,0.428571429,,
2,154,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,bolax gummifera,presence,Azorella monantha,high,900,1,,
2,155,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Calceolario uniflora,presence,Azorella monantha,high,900,0.684210526,,
2,156,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Cerastium arvense,presence,Azorella monantha,high,900,0.28,,
2,157,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Colobanthus subulatus,presence,Azorella monantha,high,900,1,,
2,158,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Draba funiculosa,presence,Azorella monantha,high,900,1,,
2,159,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Draba magellanica,presence,Azorella monantha,high,900,1,,
2,160,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Elymus glaucescens,presence,Azorella monantha,high,900,1,,
2,161,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Empertrum rubrum,presence,Azorella monantha,high,900,1,,
2,162,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Erigeron leptopetalus,presence,Azorella monantha,high,900,1,,
2,163,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Festuca magellanica,presence,Azorella monantha,high,900,0.619047619,,
2,164,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Hamadryas kingii,presence,Azorella monantha,high,900,-0.5,,
2,165,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Hypochaeris incana,presence,Azorella monantha,high,900,1,,
2,166,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Leucheria hahnii,presence,Azorella monantha,high,900,0.333333333,,
2,167,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Leucheria leontopodioides,presence,Azorella monantha,high,900,1,,
2,168,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Luzula alopecurus,presence,Azorella monantha,high,900,1,,
2,169,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Luzula chilensis,presence,Azorella monantha,high,900,1,,
2,170,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Nassauvia aculeata,presence,Azorella monantha,high,900,0.555555556,,
2,171,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Nassauvia pygmaea,presence,Azorella monantha,high,900,-0.384615385,,
2,172,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Nassauvia revoluta,presence,Azorella monantha,high,900,0.6,,
2,173,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Oeropolus glacialis,presence,Azorella monantha,high,900,0.75,,
2,174,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Oxalis enneaphylla,presence,Azorella monantha,high,900,-0.166666667,,
2,175,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Perezia pillifera,presence,Azorella monantha,high,900,0.789473684,,
2,176,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Poa alopecurus,presence,Azorella monantha,high,900,1,,
2,177,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Poa pratensis,presence,Azorella monantha,high,900,1,,
2,178,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Poa sp,presence,Azorella monantha,high,900,0.333333333,,
2,179,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Saxifraga magellanica,presence,Azorella monantha,high,900,1,,
2,180,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Senecio magellanicus,presence,Azorella monantha,high,900,0.375,,
2,181,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Trisetum phleoides,presence,Azorella monantha,high,900,0.846153846,,
2,182,Arroyo et al. 2003,"50ᵒ48’S,73ᵒ10’W",,plant,Vicia bijuga,presence,Azorella monantha,high,900,0.529411765,,
3,183,Badano et al. 2007,"33ᵒ,70ᵒW",,plant,Taraxacum officinale,abundance,Azorella monantha,low,3200,0.207729469,,
3,184,Badano et al. 2007,"33ᵒ,70ᵒW",,plant,Taraxacum officinale,abundance,Azorella monantha,mid,3400,0.530108588,,
3,185,Badano et al. 2007,"33ᵒ,70ᵒW",,plant,Taraxacum officinale,abundance,Azorella monantha,high,3600,0.481481481,,
3,186,Badano et al. 2007,"33ᵒ,70ᵒW",,plant,Cerastium arvense,abundance,Azorella monantha,low,3200,0.78097622,,
3,187,Badano et al. 2007,"33ᵒ,70ᵒW",,plant,Cerastium arvense,abundance,Azorella monantha,mid,3400,0.967718897,,
3,188,Badano et al. 2007,"33ᵒ,70ᵒW",,plant,Cerastium arvense,abundance,Azorella monantha,high,3600,1,,
4,189,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Acaena antarctica,presence,Bolax gummifera,low,700,0.333333333,,
4,190,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Acaena magellanica,presence,Bolax gummifera,low,700,1,,
4,191,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Acaena pinnatifida,presence,Bolax gummifera,low,700,0.230769231,,
4,192,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Adesmia lotoides,presence,Bolax gummifera,low,700,0.866666667,,
4,193,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Adesmia parvifolia,presence,Bolax gummifera,low,700,1,,
4,194,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Astragalus nivicola,presence,Bolax gummifera,low,700,1,,
4,195,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Azorella fuegiana,presence,Bolax gummifera,low,700,0,,
4,196,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Azorella lycopodioides,presence,Bolax gummifera,low,700,0.523809524,,
4,197,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Azorella monantha,presence,Bolax gummifera,low,700,-0.230769231,,
4,198,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Calceolaria uniflora,presence,Bolax gummifera,low,700,1,,
4,199,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Cerastium arvense,presence,Bolax gummifera,low,700,-0.071428571,,
4,200,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Colobanthus subulatus,presence,Bolax gummifera,low,700,0.2,,
4,201,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Draba funiculosa,presence,Bolax gummifera,low,700,-0.333333333,,
4,202,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Draba magellanica,presence,Bolax gummifera,low,700,0,,
4,203,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Elymus glaucescens,presence,Bolax gummifera,low,700,-1,,
4,204,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Empetrum rubrum,presence,Bolax gummifera,low,700,-0.166666667,,
4,205,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Erigeron leptopetalus,presence,Bolax gummifera,low,700,-0.5,,
4,206,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Festuca magellanica,presence,Bolax gummifera,low,700,0.916666667,,
4,207,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Gaultheria pumila,presence,Bolax gummifera,low,700,0,,
4,208,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Hamadryas kingii,presence,Bolax gummifera,low,700,0.230769231,,
4,209,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Hypochaeris incana,presence,Bolax gummifera,low,700,0,,
4,210,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Leucheria leontopodioides,presence,Bolax gummifera,low,700,0.272727273,,
4,211,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Luzula alopecurus,presence,Bolax gummifera,low,700,1,,
4,212,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Luzula chilensis,presence,Bolax gummifera,low,700,0.368421053,,
4,213,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Nassauvia aculeata,presence,Bolax gummifera,low,700,0.428571429,,
4,214,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Nassauvia revoluta,presence,Bolax gummifera,low,700,-1,,
4,215,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Oxalis enneaphylla,presence,Bolax gummifera,low,700,-1,,
4,216,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Perezia megalantha,presence,Bolax gummifera,low,700,-0.25,,
4,217,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Perezia pilifera,presence,Bolax gummifera,low,700,0.285714286,,
4,218,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Phleum alpinum,presence,Bolax gummifera,low,700,1,,
4,219,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Plantago uniglumis,presence,Bolax gummifera,low,700,0.2,,
4,220,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Poa alopecurus,presence,Bolax gummifera,low,700,1,,
4,221,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Poa pratensis,presence,Bolax gummifera,low,700,-0.066666667,,
4,222,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Poa spec.,presence,Bolax gummifera,low,700,0.4,,
4,223,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Senecio magellanicus,presence,Bolax gummifera,low,700,-0.666666667,,
4,224,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Trisetum spec.,presence,Bolax gummifera,low,700,0.272727273,,
4,225,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Vicia bijuga,presence,Bolax gummifera,low,700,0.6,,
4,226,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Abrotanella emarginata,presence,Bolax gummifera,high,900,1,,
4,227,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Acaena antarctica,presence,Bolax gummifera,high,900,1,,
4,228,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Acaena pinnatifida,presence,Bolax gummifera,high,900,1,,
4,229,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Astragalus nivicola,presence,Bolax gummifera,high,900,1,,
4,230,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Azorella fuegiana,presence,Bolax gummifera,high,900,1,,
4,231,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Azorella lycopodioides,presence,Bolax gummifera,high,900,1,,
4,232,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Azorella monantha,presence,Bolax gummifera,high,900,0.333333333,,
4,233,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Calceolaria uniflora,presence,Bolax gummifera,high,900,0,,
4,234,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Cerastium arvense,presence,Bolax gummifera,high,900,0.6,,
4,235,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Colobanthus subulatus,presence,Bolax gummifera,high,900,1,,
4,236,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Draba magellanica,presence,Bolax gummifera,high,900,1,,
4,237,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Empetrum rubrum,presence,Bolax gummifera,high,900,1,,
4,238,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Erigeron leptopetalus,presence,Bolax gummifera,high,900,1,,
4,239,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Festuca magellanica,presence,Bolax gummifera,high,900,0.625,,
4,240,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Gaultheria pumila,presence,Bolax gummifera,high,900,0.714285714,,
4,241,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Hamadryas kingii,presence,Bolax gummifera,high,900,-1,,
4,242,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Luzula alopecurus,presence,Bolax gummifera,high,900,0.684210526,,
4,243,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Luzula chilensis,presence,Bolax gummifera,high,900,1,,
4,244,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Nassauvia aculeata,presence,Bolax gummifera,high,900,0.666666667,,
4,245,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Nassauvia revoluta,presence,Bolax gummifera,high,900,-1,,
4,246,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Perezia megalantha,presence,Bolax gummifera,high,900,-1,,
4,247,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Perezia pilifera,presence,Bolax gummifera,high,900,1,,
4,248,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Plantago uniglumis,presence,Bolax gummifera,high,900,1,,
4,249,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Poa pratensis,presence,Bolax gummifera,high,900,1,,
4,250,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Poa spec.,presence,Bolax gummifera,high,900,0.25,,
4,251,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Senecio magellanicus,presence,Bolax gummifera,high,900,1,,
4,252,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,Trisetum spec.,presence,Bolax gummifera,high,900,0.777777778,,
4,253,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,all,diversity,Bolax gummifera,low,700,0.06,,
4,254,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,all,abundance,Bolax gummifera,low,700,0.24,,
4,255,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,all,abundance,Bolax gummifera,low,700,0.390625,,
4,256,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,all,diversity,Bolax gummifera,high,900,0.2,,
4,257,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,all,abundance,Bolax gummifera,high,900,0.6,,
4,258,"Cavieres et al., 2002","50ᵒ48’S,73ᵒ10’W",,plant,all,abundance,Bolax gummifera,high,900,0.620689655,,
5,259,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,abundance,Azorella monantha,mid,3200,0.590643275,,
5,260,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,abundace,Laretia acaulis,mid,3200,0.113924051,,
5,261,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,presence,Azorella monantha,mid,3200,0.435897436,,
5,262,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,presence,Laretia acaulis,mid,3200,0.153846154,,
6,263,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,adesmia exillis,presence,Laretia acaulis,low,2800,0.333333333,,
6,264,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Berberis empetrifolia,presence,Laretia acaulis,low,2800,-0.5,,
6,265,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Bromus sp,presence,Laretia acaulis,low,2800,0.571428571,,
6,266,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Cerastium arvense,presence,Laretia acaulis,low,2800,0.714285714,,
6,267,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera euphrasiodes,presence,Laretia acaulis,low,2800,-1,,
6,268,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera pusilla,presence,Laretia acaulis,low,2800,-1,,
6,269,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Churquiraga oppositifolia,presence,Laretia acaulis,low,2800,-0.454545455,,
6,270,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Euphorbia collina,presence,Laretia acaulis,low,2800,0,,
6,271,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Galium araucanum,presence,Laretia acaulis,low,2800,1,,
6,272,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Haplopappus scrobiculatus,presence,Laretia acaulis,low,2800,0.6,,
6,273,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Hordeum comosum,presence,Laretia acaulis,low,2800,0.571428571,,
6,274,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Microsteris gracilis,presence,Laretia acaulis,low,2800,-0.333333333,,
6,275,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Nassauvia pyramidalis,presence,Laretia acaulis,low,2800,-0.03030303,,
6,276,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Poa spp,presence,Laretia acaulis,low,2800,0.515151515,,
6,277,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Senecio polygaloides,presence,Laretia acaulis,low,2800,0.357142857,,
6,278,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,presence,Laretia acaulis,low,2800,0.777777778,,
6,279,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Thlaspi magellancium,presence,Laretia acaulis,low,2800,1,,
6,280,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,adesmia exillis,presence,Laretia acaulis,low,2800,-1,,
6,281,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Berberis empetrifolia,presence,Laretia acaulis,low,2800,0,,
6,282,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Bromus sp,presence,Laretia acaulis,low,2800,-1,,
6,283,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Cerastium arvense,presence,Laretia acaulis,low,2800,1,,
6,284,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera planiseta,presence,Laretia acaulis,low,2800,-1,,
6,285,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Churquiraga oppositifolia,presence,Laretia acaulis,low,2800,1,,
6,286,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Euphorbia collina,presence,Laretia acaulis,low,2800,1,,
6,287,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Hordeum comosum,presence,Laretia acaulis,low,2800,0.8,,
6,288,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Nassauvia aculeata,presence,Laretia acaulis,low,2800,0.130434783,,
6,289,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Poa spp,presence,Laretia acaulis,low,2800,0.575757576,,
6,290,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Senecio polygaloides,presence,Laretia acaulis,low,2800,0.7,,
6,291,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,presence,Laretia acaulis,low,2800,1,,
6,292,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Thlaspi magellancium,presence,Laretia acaulis,low,2800,1,,
6,293,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Bearneoudia major,presence,Laretia acaulis,high,3200,-1,,
6,294,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,carex sp,presence,Laretia acaulis,high,3200,1,,
6,295,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Cerastium arvense,presence,Laretia acaulis,high,3200,0.076923077,,
6,296,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera euphrasiodes,presence,Laretia acaulis,high,3200,-1,,
6,297,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera pusilla,presence,Laretia acaulis,high,3200,-1,,
6,298,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Churquiraga oppositifolia,presence,Laretia acaulis,high,3200,-1,,
6,299,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Erigeron andicola,presence,Laretia acaulis,high,3200,0.5,,
6,300,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Euphorbia collina,presence,Laretia acaulis,high,3200,-1,,
6,301,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Hordeum comosum,presence,Laretia acaulis,high,3200,-0.25,,
6,302,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Montiopsis andicola,presence,Laretia acaulis,high,3200,0.538461538,,
6,303,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Nassauvia pyramidalis,presence,Laretia acaulis,high,3200,-1,,
6,304,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Poa spp,presence,Laretia acaulis,high,3200,0.142857143,,
6,305,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Senecio polygaloides,presence,Laretia acaulis,high,3200,0.111111111,,
6,306,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,presence,Laretia acaulis,high,3200,0.142857143,,
6,307,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Thlaspi magellancium,presence,Laretia acaulis,high,3200,0.25,,
6,308,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Viola philippi,presence,Laretia acaulis,high,3200,-0.846153846,,
6,309,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Bromus sp,presence,Laretia acaulis,high,3200,0.846153846,,
6,310,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Cerastium arvense,presence,Laretia acaulis,high,3200,0,,
6,311,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera apiculata,presence,Laretia acaulis,high,3200,1,,
6,312,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera euphrasiodes,presence,Laretia acaulis,high,3200,-1,,
6,313,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Chaetanthera pusilla,presence,Laretia acaulis,high,3200,-1,,
6,314,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Erigeron andicola,presence,Laretia acaulis,high,3200,1,,
6,315,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Hordeum comosum,presence,Laretia acaulis,high,3200,0.272727273,,
6,316,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Montiopsis andicola,presence,Laretia acaulis,high,3200,1,,
6,317,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Nassauvia pyramidalis,presence,Laretia acaulis,high,3200,0.333333333,,
6,318,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Poa spp,presence,Laretia acaulis,high,3200,-0.6,,
6,319,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Senecio polygaloides,presence,Laretia acaulis,high,3200,0.375,,
6,320,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Taraxacum officinale,presence,Laretia acaulis,high,3200,0,,
6,321,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Thlaspi magellancium,presence,Laretia acaulis,high,3200,-1,,
6,322,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,Viola philippi,presence,Laretia acaulis,high,3200,-1,,
6,323,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,all,diversity,Laretia acaulis,low,2800,0.066666667,,
6,324,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,all,diversity,Laretia acaulis,low,2800,0.034482759,,
6,325,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,all,diversity,Laretia acaulis,high,3200,-0.225806452,,
6,326,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,all,diversity,Laretia acaulis,high,3200,-0.1875,,
7,327,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Pycnophyllum bryoides,mid,4300,0.249296567,,
7,328,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Adesmia subterranea,mid,3700,0.418604651,,
7,329,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Azorella madreporica,mid,4000,0.449797389,,
7,330,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Azorella madreporica,mid,3600,0.14,,
7,331,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Laretia acaulis,mid,3200,0.201309329,,
7,332,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Oreopolus glacialis,mid,1900,0.183823529,,
7,333,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Discaria nana,mid,1600,0.525320317,,
7,334,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Mulinum leptacapthum,mid,1600,0.525320317,,
7,335,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Oreopolus glacialis,mid,1600,0.516469857,,
7,336,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Azorella monantha,mid,900,0.377176015,,
7,337,"Cavieres et al., 2002","33ᵒ20’S,70ᵒ16’W",,plant,many,diversity,Bolax gummifera,mid,900,0.360576923,,
8,338,"de bello et al., 2011","33ᵒ05′N, 78ᵒ27′E","33ᵒ05′N, 78ᵒ27′E",plant,Aphragmus oxycarpus,presence,Thylacospermum caespitosum,mid,5900,-0.6,,
8,339,"de bello et al., 2011","33ᵒ05′N, 78ᵒ27′E","33ᵒ05′N, 78ᵒ27′E",plant,Draba altaica,presence,Thylacospermum caespitosum,mid,5900,-0.764705882,,
8,340,"de bello et al., 2011","33ᵒ05′N, 78ᵒ27′E","33ᵒ05′N, 78ᵒ27′E",plant,Draba oreades,presence,Thylacospermum caespitosum,mid,5900,-1,,
